Nombre,Categoría,Subcategoría,Tlf Fijo,Tlf Móvil,Mail,Web,Localidad,Whatsapp eviado,Mail enviado
RADIO TAXI VINAROS,servicios,"servicios de transporte (mensajeria, taxis...)",964455151,-1,hola@radiotaxivinaros.es,www.radiotaxivinaros.com,Vinaros,-1,-1
4 CAMINS CENTRE D'ASSESSORAMENT NUTRICIONAL I ESPORTIU,salud y belleza,"servicios medicos (clinicas, ortopedia...)",-1,654285851,PAUROMEUVALLS@GMAIL.COM,-1,Vinaros,-1,-1
HALCON VIAJES,servicios,agencias de viaje,964453211,648829195,-1,-1,Vinaros,-1,-1
SABATERIA COLORINS,moda y complementos,"zapatos, bolsos y complementos",964455618,-1,ZAPATERIACOLORINS@GMAIL.COM,-1,Vinaros,-1,-1
"SUCESORES DE CARRETERO, S.L.",hogar y decoracion,material de construccion,964455572,627573884,-1,-1,Vinaros,-1,-1
OSCAR MATT,moda y complementos,moda mujer,-1,627899797,-1,-1,Vinaros,-1,-1
DISTRIBUCIONES GIL CORTIELLA,alimentacion,alimentacion en general,-1,-1,-1,-1,Vinaros,-1,-1
DEPORTES MOLINER BERNAD,"ocio, deportes y aficiones",material deportivo,964452648,-1,-1,-1,Vinaros,-1,-1
KIDDYS CLASS,moda y complementos,moda infantil y puericultura,964459266,-1,-1,-1,Vinaros,-1,-1
MODES MARI,moda y complementos,moda y complementos en general,964402194,-1,-1,-1,Vinaros,-1,-1
DIVINAS,moda y complementos,moda mujer,964452279,-1,-1,-1,Vinaros,-1,-1
Isabela Hair dresser,salud y belleza,peluquerias y salones de belleza,-1,-1,-1,-1,Vinaros,-1,-1
Cafeteria-Panaderia-Central,hosteleria y turismo,bar-cafeteria,-1,-1,-1,-1,Vinaros,-1,-1
LA BOHEME  HOME-DECO,hogar y decoracion,decoracion e interiorismo,-1,606864580,elkesarafernandez@gmail.com,-1,Vinaros,-1,-1
ZONA MOBLE,hogar y decoracion,muebles,977050352,691674472,-1,-1,Vinaros,-1,-1
ZONA DE CONFORT,hogar y decoracion,muebles,977050352,603829948,-1,-1,Vinaros,-1,-1
ZAPATOS TANGHERINA,moda y complementos,"zapatos, bolsos y complementos",-1,652086620,migueldambo@gmail.com,-1,Vinaros,-1,-1
TAJ MAHAL,hosteleria y turismo,bar-cafeteria,-1,617507166,-1,-1,Vinaros,-1,-1
PIZZERIA ROSTICCERIA MEZZALIRA,hosteleria y turismo,restaurantes,964968828,685346608,rosticceriamezzalira@gmail.com,-1,Vinaros,-1,-1
NOU VILET,hosteleria y turismo,bar-cafeteria,-1,642307854,nouvilet@gmail.com,-1,Vinaros,-1,-1
MODAS MARI,moda y complementos,moda mujer,964402194,-1,-1,-1,Vinaros,-1,-1
LEVI COMPLEMENTOS DE AUTOR,moda y complementos,moda y complementos en general,-1,877010932,-1,-1,Vinaros,-1,-1
LA TROBADA,hosteleria y turismo,bar-cafeteria,964400310,651107851,-1,-1,Vinaros,-1,-1
INMOMERA,finanzas y gestion,servicios inmobiliarios,964451585,667061607,inmomera@gmail.com,-1,Vinaros,-1,-1
FRUTOS SECOS SALES,mayoristas,mayoristas (otros),964400569,655938923,-1,-1,Vinaros,-1,-1
"ELECTRODOMESTICOS VIDAL, S.L.","informatica, imagen y sonido",electrodomesticos y electronica en general,-1,-1,-1,-1,Vinaros,-1,-1
COOPERATIVA  AGRICOLA EL SALVADOR,"flores, jardineria y animales","floristeria, jardineria y productos agricolas",964451257,-1,COOPESALVADOR@GMAIL.COM,www.coopsalvadorvinaros.com,Vinaros,-1,-1
CAFETERIA BAR EL APERITIVO VINAROS SL,hosteleria y turismo,bar-cafeteria,-1,6277418300,FVAR68@GMAIL.COM,-1,Vinaros,-1,-1
AME MATERIAL ELECTRICO SAU,hogar y decoracion,electricidad,964451716,659391293,AME.VINAROS@SONEPAR.ES,-1,Vinaros,-1,-1
4 COLORS,servicios,"publicidad, marketing y eventos",964401912,67998441,-1,-1,Vinaros,-1,-1
COYLACK,mayoristas,mayoristas (otros),964402764,-1,FERRETERIA@COYLACK.ES,-1,Vinaros,-1,-1
BAR DIAMANTITOS,hosteleria y turismo,bar-cafeteria,-1,663868963,TUDORBARS@GMAIL.COM,-1,Vinaros,-1,-1
CAFE BAR AROMA,hosteleria y turismo,bar-cafeteria,-1,663868963,IONUDJK@HOTMAIL.ES,-1,Vinaros,-1,-1
BAR AMISTAD,hosteleria y turismo,bar-cafeteria,-1,663868963,TUDORBARS@GMAIL.COM,-1,Vinaros,-1,-1
Prunonosa Diseno Grafico,servicios,"publicidad, marketing y eventos",964455033,653598699,hola@usehelvetica.net,-1,Vinaros,-1,-1
PEIXATERIA LEOCADIA,alimentacion,pescados y mariscos,-1,689727620,JUANMABADOO2016@GMAIL.COM,mercatdevinaros.es/,Vinaros,-1,-1
LA VIDA DEL MAR,alimentacion,pescados y mariscos,-1,656853625,PESCADERIAVIDADELMAR@GMAIL.COM,mercatdevinaros.es/,Vinaros,-1,-1
RINCON DO GALIZA,hosteleria y turismo,bar-cafeteria,-1,659536966,INFO@EVENTOSLIVING.COM,mercatdevinaros.es/,Vinaros,-1,-1
COMIDAS PREPARADAS ALTABAS,hosteleria y turismo,comidas para llevar,-1,662586873,SEVERINOALTABAS@GMAIL.COM,mercatdevinaros.es/,Vinaros,-1,-1
BROTS VERDS,"flores, jardineria y animales","floristeria, jardineria y productos agricolas",-1,619389254,MUNIZSOTOPEDRO@GMAIL.COM,mercatdevinaros.es/,Vinaros,-1,-1
CARNISSERIA ANA I ALBA,alimentacion,carnes / embutidos / huevos,964454811,609764578,ANAMARIAPADIALDIAZ@GMAIL.COM,-1,Vinaros,-1,-1
LA TAULA,hosteleria y turismo,comidas para llevar,964451000,-1,JOSEGARCIABURGOS@GMAIL.COM,-1,Vinaros,-1,-1
CODERE APUESTAS,tabaco y loterias,loterias y apuestas,964452934,674350588,RECREATIVOSENACAR@GMAIL.COM,-1,Vinaros,-1,-1
FARMACIA TERESA VALLS GOMBAU,salud y belleza,farmacias y parafarmacias,964453366,-1,TERVALLGOM@HOTMAIL.COM,-1,Vinaros,-1,-1
PANADERIA FARGA,alimentacion,pan y pasteleria,964452067,-1,KIKOFARGA@MOVISTAR.ES,-1,Vinaros,-1,-1
LOS NAVARROS 1,hosteleria y turismo,restaurantes,977071211,693998807,CORINAMARINEL2014@ICLOUD.COM,-1,Vinaros,-1,-1
MORRISON INTERNATIONAL TAVERN,hosteleria y turismo,restaurantes,964869509,-1,JOSERUIZ21271@GMAIL.COM,-1,Vinaros,-1,-1
BAR CAFETERIA ESCAPE,hosteleria y turismo,bar-cafeteria,-1,637312882,CAF.BARESCAPE@GMAIL.COM,-1,Vinaros,-1,-1
CAFETERIA L'ORIGINAL,hosteleria y turismo,bar-cafeteria,-1,637843288,CAFETERIAORIGINAL@GMAIL.COM,-1,Vinaros,-1,-1
BAR CLASSIC,hosteleria y turismo,bar-cafeteria,-1,663868963,TUDORBARS@GMAIL.COM,-1,Vinaros,-1,-1
BAR XERT,hosteleria y turismo,bar-cafeteria,-1,663868963,TUDORBARS@GMAIL.COM,-1,Vinaros,-1,-1
BAR NORAY,hosteleria y turismo,bar-cafeteria,-1,663868963,TUDORBARS@GMAIL.COM,-1,Vinaros,-1,-1
CRISTALERIA MIRALLES,hogar y decoracion,"cristaleria, vajilla, cuberteria, otros utensilios del hogar",964455489,-1,CRISTALERIA@MIRALLES.COM,www.miralles.com/mhtml/index.php,Vinaros,-1,-1
CEMECO (CENTRO MEDICO DE CONDUCTORES),salud y belleza,"servicios medicos (clinicas, ortopedia...)",964452792,-1,OFTALMOSAGAL@HOTMAIL.COM,-1,Vinaros,-1,-1
TEDI,hogar y decoracion,hogar y decoracion en general,961318413,-1,-1,www.tedi.com/es/,Vinaros,-1,-1
PANADERIA CAFETERIA ALFREDO CANO,alimentacion,pan y pasteleria,964450203,-1,PANADERIACANO@YAHOO.ES,-1,Vinaros,-1,-1
GRUPO CLINICO JAVIER CABRERA,salud y belleza,"servicios medicos (clinicas, ortopedia...)",964459986,601603752,VINAROS@ODONTOESPAI.COM,-1,Vinaros,-1,-1
RESTAURANT L'OLIVERA,hosteleria y turismo,restaurantes,964456978,649074650,RESTAURANT.LA.OLIVERA@GMAIL.COM,-1,Vinaros,-1,-1
MOODS,hosteleria y turismo,bar-cafeteria,-1,-1,RAFACD79@HOTMAIL.COM,-1,Vinaros,-1,-1
RAQUEL CHALER ESTETICA I BENESTAR,salud y belleza,peluquerias y salones de belleza,964450062,-1,RCHALER@HOTMAIL.COM,-1,Vinaros,-1,-1
BAR TUDOR,hosteleria y turismo,bar-cafeteria,-1,663868963,TUDORBARS@GMAIL.COM,-1,Vinaros,-1,-1
AULA GRAFITO,servicios,"servicios de formacion (autoescuelas, academias...)",-1,661281946,AULAGRAFITO@GMAIL.COM,aulagrafito.com/,Vinaros,-1,-1
AUTOESCUELA GARCIA SORLI,servicios,"servicios de formacion (autoescuelas, academias...)",964470278,-1,INFO@GARCIASORLI.COM,garciasorli.com/,Vinaros,-1,-1
PILI LA PELU,salud y belleza,peluquerias y salones de belleza,964453781,-1,-1,-1,Vinaros,-1,-1
FICENTRE-FISIOTERAPIA I REHABILITACIO,salud y belleza,"servicios medicos (clinicas, ortopedia...)",964453002,-1,FICENTRE_VINAROS@YAHOO.ES,-1,Vinaros,-1,-1
MAGAR S.L.,vehiculos,mantenimiento y reparacion de vehiculos,964456576,-1,MAGAR@EMAGAR.COM,-1,Vinaros,-1,-1
REPARACIONES MIRALLES,servicios,reparacion de calzado,-1,605852995,LOPEPECOLEX@HOTMAIL.COM,-1,Vinaros,-1,-1
TOT PER ELLS,"flores, jardineria y animales",mascotas y accesorios,964456211,605567305,TOTPERELLS@GMAIL.COM,-1,Vinaros,-1,-1
CAFE BAR APERITIVOS,hosteleria y turismo,bar-cafeteria,-1,627418300,FVAR68@GMAIL.COM,-1,Vinaros,-1,-1
VIOLET 2011,moda y complementos,moda mujer,964402369,63709681,VIOLETBOTIGA@GMAIL.COM,-1,Vinaros,-1,-1
TONY PELUQUERIA,salud y belleza,peluquerias y salones de belleza,964454637,-1,-1,-1,Vinaros,-1,-1
RELOJERIA CANO,joyeria - relojeria,"joyerias, relojerias, compra-venta de oro",964451079,639232924,RELOGERIACASADOCANO@HOTMAIL.COM,-1,Vinaros,-1,-1
ENERGIA SOLAR PABLO S.L.,servicios,"construccion, instalaciones y mantenimiento",-1,-1,-1,-1,Vinaros,-1,-1
ARIDOS GARCIA,hogar y decoracion,material de construccion,-1,-1,-1,-1,Vinaros,-1,-1
CARNICERIA HERMANOS,alimentacion,alimentacion en general,-1,617175539,-1,-1,Vinaros,-1,-1
LA PARISSIENE,moda y complementos,moda mujer,-1,672851715,FARIDAVINAROS1@GMAIL.COM,-1,Vinaros,-1,-1
MIRALLES I ROMERO S.L,hogar y decoracion,fontaneria,964452190,648652773,-1,-1,Vinaros,-1,-1
DECOPARQUET,hogar y decoracion,decoracion e interiorismo,-1,687554609,INFO@DECOPARQUETVINAROS.COM,-1,Vinaros,-1,-1
CENTRO DE ESTETICA AVANZADA SORIANO,salud y belleza,peluquerias y salones de belleza,964456688,-1,-1,-1,Vinaros,-1,-1
BDP-ONLINE,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,651818249,-1,www.bdp-online.com/,Vinaros,-1,-1
PELUQUERIA MR. MESAGLIO,salud y belleza,peluquerias y salones de belleza,964825821,647343836,-1,-1,Vinaros,-1,-1
CIRCULO MERCANTIL CULTURAL,hosteleria y turismo,restaurantes,-1,687233422,-1,-1,Vinaros,-1,-1
CAFETERIA MOUSTACHE,hosteleria y turismo,bar-cafeteria,-1,678608943,CFP108@HOTMAIL.COM,www.moustachecafe.es/,Vinaros,-1,-1
ISABEL FERRER BORJA,hogar y decoracion,"artesania, ceramica, regalos y bazar",964451027,-1,-1,-1,Vinaros,-1,-1
ADMINISTRACION DE FINCAS GSI,finanzas y gestion,servicios inmobiliarios,-1,670703448,GSI.ALICIA@GMAIL.COM,-1,Vinaros,-1,-1
CAFETERIA CANTONET,hosteleria y turismo,bar-cafeteria,964826687,-1,CANTONETCAFE@YAHOO.ES,cantonetcafe.blogspot.com/,Vinaros,-1,-1
BIJOUX,moda y complementos,moda hombre,-1,699966389,BIJOUXMODAYCOMPLEMENTOS@GMAIL.COM,bijouxmoda.com/tienda/,Vinaros,-1,-1
PACHUS,moda y complementos,moda infantil y puericultura,964155233,699182061,PACHUSVINAROS@GMAIL.COM,-1,Vinaros,-1,-1
LUZ MODA Y COMPLEMENTOS,moda y complementos,moda y complementos en general,-1,660224742,JOMARERIC@HOTMAIL.COM,-1,Vinaros,-1,-1
POLLASTRES PICASSO,hosteleria y turismo,comidas para llevar,964402461,-1,DANI-RUBEN2011@HOTMAIL.COM,-1,Vinaros,-1,-1
ANTHARES COSMETICS,salud y belleza,peluquerias y salones de belleza,964455259,637687318,-1,-1,Vinaros,-1,-1
AUTOESCOLA CHALER,servicios,"servicios de formacion (autoescuelas, academias...)",964456255,625520963,-1,-1,Vinaros,-1,-1
LAMPARAS VIDAL,hogar y decoracion,iluminacion,964451507,-1,LAMPARASVIDAL@ONO.COM,-1,Vinaros,-1,-1
INSIDE,moda y complementos,moda y complementos en general,964456560,-1,CONTACT@INSIDE-SHOPS.COM,inside-shops.com/,Vinaros,-1,-1
AGUASUB,servicios,servicios profesionales,-1,666064493,AGUASUBFRANK@GMAIL.COM,-1,Vinaros,-1,-1
BANKINTER,finanzas y gestion,entidades financieras,964402269,-1,0684OPERACIONES@BANKINTER.COM,www.bankinter.com/banca/inicio,Vinaros,-1,-1
PELUQUERIA LUXURY,salud y belleza,peluquerias y salones de belleza,-1,694828331,BLOND_DEY@YAHOO.COM,-1,Vinaros,-1,-1
OUTLET LA PARISINA,moda y complementos,moda mujer,-1,695925552,OUTLETLAPARISINA@GMAIL.COM,-1,Vinaros,-1,-1
ADE IDIOMES,servicios,"servicios de formacion (autoescuelas, academias...)",964454412,652592963,-1,-1,Vinaros,-1,-1
GIMPECO,servicios,compostura y arreglo ropa,977078453,660973713,GIMPECO82@GMAIL.COM,-1,Vinaros,-1,-1
INMOBILIARIA ORTIZ,finanzas y gestion,servicios inmobiliarios,964407604,627573279,PROMORTIZ@YAHOO.ES,-1,Vinaros,-1,-1
DOCTOR GSM,"informatica, imagen y sonido",telefonia y telecomunicaciones,964828882,-1,VINAROZ@DOCTORGSM.ES,www.doctorgsm.es/,Vinaros,-1,-1
ORANGE VINAROS,"informatica, imagen y sonido",telefonia y telecomunicaciones,-1,692628322,VINAROZ@DIGITALWAP.ES,www.orange.es/,Vinaros,-1,-1
ABANNA 05,joyeria - relojeria,"joyerias, relojerias, compra-venta de oro",964407472,653404913,-1,-1,Vinaros,-1,-1
RESTAURANTE FUSION MUU..!,hosteleria y turismo,restaurantes,-1,674263686,JULIANADOJEDABANDE@GMAIL.COM,-1,Vinaros,-1,-1
INMOBILIARIA FOLCH,finanzas y gestion,servicios inmobiliarios,964454662,658762898,LUISA@INMOBILIARIAFOLCH.ES,-1,Vinaros,-1,-1
GAME SHOP,"informatica, imagen y sonido",informatica y consolas,964101637,-1,-1,lafrikitienda.com/,Vinaros,-1,-1
FINCAS TERUEL,finanzas y gestion,servicios inmobiliarios,-1,673820961,LORENAFINCASTERUEL@GMAIL.COM,-1,Vinaros,-1,-1
INMOBILIARIA MAR BLAU,finanzas y gestion,servicios inmobiliarios,964459445,-1,MARBLAU@MARBLAUVINAROS.ES,www.marblauvinaros.es/es/,Vinaros,-1,-1
INSTALACIONES BELTRAN,servicios,servicios profesionales,964450727,672251807,BELTRAN@INSTALACIONESBELTRAN.COM,-1,Vinaros,-1,-1
MAITE SABATES I COMPLEMENTS OUTLET,moda y complementos,"zapatos, bolsos y complementos",964962151,-1,CALMAITE@GMAIL.COM,-1,Vinaros,-1,-1
ORO&INVERSION,joyeria - relojeria,compra-venta de oro,964455653,-1,VINAROS@OROINVERSION.COM,oroeinversion.com/,Vinaros,-1,-1
ADESHORES,alimentacion,alimentacion en general,964456703,642610682,-1,-1,Vinaros,-1,-1
NEW BODY ART,servicios,servicios profesionales,964454519,-1,NEWBODYART@HOTMAIL.COM,www.newbodyart.es/,Vinaros,-1,-1
CETRACE,salud y belleza,herboristerias y dietetica,964451699,-1,INFO@REDUPRO.ES,redupro.es/,Vinaros,-1,-1
EQUIVALENZA,drogueria - perfumeria,perfumeria especializada y belleza,964109541,651922005,ES2456@EQUIVALENZASTORES.COM,-1,Vinaros,-1,-1
FAR WEST,hosteleria y turismo,bar-cafeteria,964026051,-1,-1,-1,Vinaros,-1,-1
AMALIA i JOSE PERRUQUERS,salud y belleza,peluquerias y salones de belleza,964454331,693234531,-1,-1,Vinaros,-1,-1
INMOBILIARIA PAIS VALENCIA,finanzas y gestion,servicios inmobiliarios,964455765,-1,INFO@INMOPV.COM,inmopv.com/,Vinaros,-1,-1
Mans i Vida FISIOTERAPIA,salud y belleza,"servicios medicos (clinicas, ortopedia...)",964913883,666291748,MANSIVIDAFISIOTERAPIA@GMAIL.COM,-1,Vinaros,-1,-1
CALCATS MINI-PREU,moda y complementos,"zapatos, bolsos y complementos",964106293,-1,YOLANDA235@HOTMAIL.COM,-1,Vinaros,-1,-1
CLINICA DENTAL VIVANTA,salud y belleza,"servicios medicos (clinicas, ortopedia...)",964919065,697861006,-1,-1,Vinaros,-1,-1
SUMA,alimentacion,supermercados,964455404,-1,SUMAVINAROS@GMAIL.COM,-1,Vinaros,-1,-1
BAR BOQUERON,hosteleria y turismo,bar-cafeteria,-1,663868963,TUDORBARS@GMAIL.COM,-1,Vinaros,-1,-1
ALLIANZ,finanzas y gestion,seguros,-1,636413803,SEGUROSOSCARBLASCO@GMAIL.COM,-1,Vinaros,-1,-1
INMOBILIARIA ESTATE VINAROS,finanzas y gestion,servicios inmobiliarios,964825048,646132494,ESTATE.VINAROS@GMAIL.COM,-1,Vinaros,-1,-1
EROGAR AMBIENTS,hogar y decoracion,cocinas y banos,964407213,616752029,EROGAR@EROGAR.NET,-1,Vinaros,-1,-1
AGRAMUNT INMOBILIARIA,finanzas y gestion,servicios inmobiliarios,964452973,686938621,INMOBILIARIA@AGRAMUNT.COM,-1,Vinaros,-1,-1
LA PEPA MACA COSTURERA,servicios,compostura y arreglo ropa,964451588,-1,LAPEPAMACACOSTURERA@GMAIL.COM,-1,Vinaros,-1,-1
YERPES GROUP,salud y belleza,peluquerias y salones de belleza,964454479,-1,YERPESGROUPVINAROS@GMAIL.COM,-1,Vinaros,-1,-1
LISBOA,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",964455442,-1,LISBOATOR@GMAIL.COM,-1,Vinaros,-1,-1
VINAROS FARMACIA,salud y belleza,farmacias y parafarmacias,964454707,-1,INFO@VINAROSFARMACIA.COM,-1,Vinaros,-1,-1
MASCOTAS,"flores, jardineria y animales",mascotas y accesorios,964869313,-1,ESMEMASCOTAS@HOTMAIL.COM,-1,Vinaros,-1,-1
SERVICLAU,hogar y decoracion,ferreteria,964456207,-1,JVVERGE@GMAIL.COM,-1,Vinaros,-1,-1
MAPFRE,finanzas y gestion,seguros,964407260,670233101,CARGONZ@MAPFRE.COM,-1,Vinaros,-1,-1
BRIAL INMOBILIARIA,finanzas y gestion,servicios inmobiliarios,964401211,679135384,VINAROSPLAZA@BRIAL.ES,-1,Vinaros,-1,-1
GESFRANCO,finanzas y gestion,gestorias-asesorias,964407790,-1,GESFRANCO@GESFRANCO.COM,www.gesfranco.com/,Vinaros,-1,-1
PENA TAURINA DIEGO PUERTA,hosteleria y turismo,bar-cafeteria,-1,616220200,ANA.CATANA1993@GMAIL.COM,-1,Vinaros,-1,-1
FRUTERIA TRES REYES,alimentacion,frutas y verduras,-1,620022680,EMIRALLES79@GMAIL.COM,-1,Vinaros,-1,-1
MAPFRE,finanzas y gestion,seguros,964402127,659251494,FCAMOS@MAPFRE.COM,-1,Vinaros,-1,-1
VINTAGE BY LUCIA,moda y complementos,moda mujer,-1,642262152,EXPOSITOMANIA@HOTMAIL.COM,-1,Vinaros,-1,-1
PATCHLUPE MERCERIA,moda y complementos,merceria,964828917,-1,PATCHLUPEMERCERIA@GMAIL.COM,-1,Vinaros,-1,-1
FUN ENGLISH ACADEMY,servicios,"servicios de formacion (autoescuelas, academias...)",964107933,617663936,FUNENGLISHACADEMYVINAROS@GMAIL.COM,-1,Vinaros,-1,-1
MAPFRE,finanzas y gestion,seguros,964459143,-1,CBORTBR@MAPFRE.COM,www.mapfre.com/corporativo-es/,Vinaros,-1,-1
CAFETERIA PANDOLS,hosteleria y turismo,bar-cafeteria,964456786,-1,PANDOLSSL@GMAIL.COM,-1,Vinaros,-1,-1
FALCO-BANASCO TELECOMUNICACIONS,"informatica, imagen y sonido",telefonia y telecomunicaciones,964452550,-1,FALCO_BANASCO@HOTMAIL.COM,-1,Vinaros,-1,-1
BAZAR OPCIONES,hogar y decoracion,"artesania, ceramica, regalos y bazar",-1,605078747,XW102081@HOTMAIL.COM,-1,Vinaros,-1,-1
DEL CAMP A CASA FRUITES I VERDURES,alimentacion,frutas y verduras,964401915,644183939,KETA_PF@HOTMAIL.COM,-1,Vinaros,-1,-1
LA BARATA,moda y complementos,moda mujer,-1,665035265,CORINNAVM@GMAIL.COM,-1,Vinaros,-1,-1
NOA KIDS,moda y complementos,moda infantil y puericultura,-1,661492970,MARIAANGELESRQ@GMAIL.COM,-1,Vinaros,-1,-1
FRUITERIA PAIS VALENCIA,alimentacion,frutas y verduras,-1,633025282,ORTMARFRUIT@GMAIL.COM,-1,Vinaros,-1,-1
FRUITERIA SANT FRANCESC,alimentacion,frutas y verduras,-1,633188778,ORTMARFRUIT@GMAIL.COM,-1,Vinaros,-1,-1
QUIOSC DOLCET,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",964459320,-1,DOLCET_@HOTMAIL.COM,-1,Vinaros,-1,-1
FINQUES ROS,finanzas y gestion,servicios inmobiliarios,964456600,615501273,FINQUESROSVINAROS@HOTMAIL.COM,-1,Vinaros,-1,-1
FERRETERIA JOSE COMES,hogar y decoracion,ferreteria,964452261,683141406,FERRETERIACOMES@HOTMAIL.COM,-1,Vinaros,-1,-1
BODEGA MARTIN,alimentacion,bebidas,964453347,-1,-1,-1,Vinaros,-1,-1
HOTEL RESTAURANT DUC DE VENDOME,hosteleria y turismo,"hoteles, hostales y pensiones",964450944,-1,DUCDEVENDOME@HOTMAIL.COM,ducdevendome.com/,Vinaros,-1,-1
BOUTIQUE REGINA,moda y complementos,moda mujer,-1,642263064,-1,-1,Vinaros,-1,-1
FRUITERIA LLIBERTAT,alimentacion,frutas y verduras,-1,608612058,ORTMARFRUIT@GMAIL.COM,-1,Vinaros,-1,-1
GLASSDRIVE,vehiculos,mantenimiento y reparacion de vehiculos,964455431,609966866,VINAROZ@GLASSDRIVE.ES,-1,Vinaros,-1,-1
SQ BANOS,hogar y decoracion,cocinas y banos,964451746,-1,SEBASTIAN_QM@LIVE.COM,-1,Vinaros,-1,-1
SKIN CULT TATTOO,servicios,servicios profesionales,-1,607796331,NACHOELE71@GMAIL.COM,www.skinculttattoo.com/,Vinaros,-1,-1
CAFETERIA KONTINENTAL,hosteleria y turismo,bar-cafeteria,-1,618921766,KONTI.1970@HOTMAIL.COM,-1,Vinaros,-1,-1
PIVOT POINT ACADEMIA DE PERRUQUERIA,salud y belleza,peluquerias y salones de belleza,964451804,-1,ALIERN@HOTMAIL.ES,-1,Vinaros,-1,-1
CREAT SERIGRAFIA I PUBLICITAT,servicios,"publicidad, marketing y eventos",964453023,651819400,CREATSERIGRAFIA@GMAIL.COM,-1,Vinaros,-1,-1
FRUITES I VERDURES MARI,alimentacion,frutas y verduras,-1,693964976,MARIAALSINAGALAN@GMAIL.COM,-1,Vinaros,-1,-1
AUS I OUS,alimentacion,carnes / embutidos / huevos,964827717,663882170,-1,-1,Vinaros,-1,-1
BAR L'ILLA,hosteleria y turismo,bar-cafeteria,-1,652555642,CABADDK@GMAIL.COM,-1,Vinaros,-1,-1
PUCHAL CLIMATIZACION,servicios,"construccion, instalaciones y mantenimiento",964454062,617300825,INFO@PUCHALCLIMA.COM,-1,Vinaros,-1,-1
CLINICA VETERINARIA VINAROS,"flores, jardineria y animales",clinicas veterinarias,964456531,-1,CVVINAROS@GMAIL.COM,www.clinicaveterinariavinaros.es/,Vinaros,-1,-1
FORCADELL,moda y complementos,moda y complementos en general,964826487,615356885,FORCADELLMODA@GMAIL.COM,-1,Vinaros,-1,-1
TOTEKO,salud y belleza,herboristerias y dietetica,964456629,627993421,TOTEKO@TOTEKO.COM,-1,Vinaros,-1,-1
LA CANDELARIA,hosteleria y turismo,bar-cafeteria,-1,691110096,EKINOPCIOS@HOTMAIL.COM,-1,Vinaros,-1,-1
BAR NOU ALBOCASSER,hosteleria y turismo,bar-cafeteria,-1,605118433,CASTELITAS@HOTMAIL.COM,-1,Vinaros,-1,-1
LA TASCA DEL MERCAT,hosteleria y turismo,heladeria-horchateria,-1,605118433,CASTELITAS@HOTMAIL.COM,-1,Vinaros,-1,-1
FARMACIA ARTURO TORREGROSA HIGON,salud y belleza,farmacias y parafarmacias,964452231,-1,ATORREHI@GMAIL.COM,-1,Vinaros,-1,-1
NOU MOBILIARI,hogar y decoracion,muebles,964407245,-1,NOUMOBILIARI@HOTMAIL.COM,-1,Vinaros,-1,-1
ARMERIA AZAHAR SPORT,"ocio, deportes y aficiones",material deportivo,964455325,600596289,AZAHAR@IBERICADEARMERIAS.COM,-1,Vinaros,-1,-1
TEMPLE&AUTOESCOLES VINAROS,servicios,"servicios de formacion (autoescuelas, academias...)",964825282,-1,VINAROS@AUTOESCOLESTEMPLE.COM,s747510333.mialojamiento.es/,Vinaros,-1,-1
PLAYMAR INNOVACION,finanzas y gestion,servicios inmobiliarios,-1,647440168,PLAYMAR.IN@GMAIL.COM,-1,Vinaros,-1,-1
MATILDA,moda y complementos,moda mujer,964825127,-1,MATILDA@MATILDA.ES,matilda.es/,Vinaros,-1,-1
PLAYLAND,tabaco y loterias,loterias y apuestas,964400747,-1,ADMIN@ELEVAL.ES,-1,Vinaros,-1,-1
ALMISAT,"informatica, imagen y sonido",telefonia y telecomunicaciones,964826827,610610655,-1,-1,Vinaros,-1,-1
TINTORERIA VINAROS,servicios,tintorerias,964450266,605917937,TINTOVINAROS@GMAIL.COM,-1,Vinaros,-1,-1
THE PHONE SHOP,"informatica, imagen y sonido",telefonia y telecomunicaciones,964869907,-1,KASANA786@YAHOO.COM,-1,Vinaros,-1,-1
ANTHARES COSMETICS,salud y belleza,peluquerias y salones de belleza,964455337,637687318,-1,-1,Vinaros,-1,-1
VINS I LICORS DE LA TERRA ALTA,alimentacion,bebidas,-1,617113041,ALDA_259@HOTMAIL.COM,-1,Vinaros,-1,-1
FRUTERIA ALHALAL,alimentacion,frutas y verduras,-1,690883247,ALHALAL_ATTAIB@HOTMAIL.COM,-1,Vinaros,-1,-1
FARMACIA PILAR 120,salud y belleza,farmacias y parafarmacias,964456439,-1,FARMACIA.PILAR120@GMAIL.COM,-1,Vinaros,-1,-1
ESENCIAL,salud y belleza,herboristerias y dietetica,964969648,-1,TIRIT0@HOTMAIL.COM,-1,Vinaros,-1,-1
TAPABOKAS,hosteleria y turismo,bar-cafeteria,-1,685123425,BARTAPABOKAS@GMAIL.COM,-1,Vinaros,-1,-1
BAR LA PUEBLA,hosteleria y turismo,bar-cafeteria,-1,670992138,ARIAKIRA@HOTMAIL.COM,-1,Vinaros,-1,-1
MANDRAGORA,hosteleria y turismo,bar-cafeteria,-1,640861074,CAFEMANDRAGORAVINAROS@GMAIL.COM,-1,Vinaros,-1,-1
