web-scraper-order,web-scraper-start-url,id_local,id_local-href,tlf,mail,web,web2,cat,subcat,Localidad
1683624430-95,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/57,EL SOLET,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/el-solet-2,,,,BAR UNIÓ CICLISTA VINARÒS,Hostelería y turismo,Bar-Cafeteria,Vinaròs
1683624433-96,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/57,EL LLAGAR DE ALMANU CB,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/el-llagar-almanu-cb,,,,BAR CLASSIC,Hostelería y turismo,Bar-Cafeteria,Vinaròs
1683624436-97,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/57,"ECLIPSE MOBLES, SL",https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/eclipse-mobles-sl,Teléfono964400797.96440159,,,,Hogar y decoración,Muebles,Vinaròs
1683624439-98,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/57,DESTELLOS DE MAR,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/destellos-mar,,,,BAR LA CARABASSA,Hostelería y turismo,Bar-Cafeteria,Vinaròs
1683624442-99,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/57,CRISTALERIA RIPOLLES,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/cristaleria-ripolles,,,,,Hogar y decoración,Pinturas,Vinaròs
1683624445-100,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/57,COMPTATRIBUTS GLOBAL SL,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/comptatributs-global-sl,,,,,Finanzas y gestión,Gestorías-asesorías,Vinaròs
1683624448-101,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/57,"COMERCIAL GEMAVI-IMPORT, SL",https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/comercial-gemaviimport-sl,,,,,Alimentación,Alimentación en general,Vinaròs
1683624451-102,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/57,COMERCIAL ANTONMAR 2013 SLU,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/comercial-antonmar-2013-slu,,,,LA HACIENDA DEL MEXICANO,Hostelería y turismo,Restaurantes,Vinaròs
1683624457-103,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/56,CET PARTNERS SL,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/cet-partners-sl,,,,,Finanzas y gestión,Gestorías-asesorías,Vinaròs
1683624460-104,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/56,CENTROS COMERCIALES CARREFOUR SA (GASOLINERA),https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/centros-comerciales-carrefour-sa-gasolinera,Teléfono914908900,,,,Carburantes,Gasolineras,Vinaròs
1683624463-105,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/56,CENTRO ARAGONÉS,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/centro-aragones,,,,PEÑA MADRIDISTA VINARÒS,Hostelería y turismo,Bar-Cafeteria,Vinaròs
1683624466-106,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/56,CENTRE INFANTIL LES JOGUINES,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/centre-infantil-joguines,,,,Vitaprogram SL,Servicios,"Servicios de formación (autoescuelas, academias...)",Vinaròs
1683624469-107,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/56,CENTRE D ESTUDIS ALFA CB,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/centre-d-estudis-alfa-cb,,,,ADE IDIOMES,Servicios,"Servicios de formación (autoescuelas, academias...)",Vinaròs
1683624472-108,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/56,CASA LINA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/casa-lina,,,,BAR IRATI,Hostelería y turismo,Bar-Cafeteria,Vinaròs
1683624475-109,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/56,CARNS VERGE SL,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/carns-verge-sl,,,,CARNS VERGE SL,Alimentación,Carnes / embutidos / huevos,Vinaròs
1683624478-110,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/56,"CAPISCO PIZZA, S.L.",https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/capisco-pizza-sl,,,,LA HACIENDA DEL MEXICANO,Hostelería y turismo,Restaurantes,Vinaròs
1683624481-111,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/56,CAFE DEL TEMPS,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/cafe-temps,,,,CAFETERÍA KONTINENTAL,Hostelería y turismo,Bar-Cafeteria,Vinaròs
1683624484-112,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/56,BURGUER TEXAS,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/burguer-texas,,,,JACK EL BARCO VINAROS SLU,Hostelería y turismo,Restaurantes,Vinaròs
1683624487-113,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/56,BUNGALOWS PASCUAL,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/bungalows-pascual,Móvil618093792,Emailmpascual54@hotmail.com,Webhttps://www.bungalows-pascual.com,,Hostelería y turismo,"Hoteles, hostales y pensiones",Vinaròs
1683624490-114,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/56,BUGATTI,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/bugatti,,,,BAR NOU ALBOCÀSSER,Hostelería y turismo,Bar-Cafeteria,Vinaròs
1683624496-115,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/55,BUDDHA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/buddha,,,,CAFETERÍA KONTINENTAL,Hostelería y turismo,Bar-Cafeteria,Vinaròs
1683624499-116,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/55,BRICO COLOR,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/brico-color,,,,,Hogar y decoración,Pinturas,Vinaròs
1683624502-117,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/55,Biomon,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/biomon-2,Móvil628935943,Webhttps://biomon.es/,Tienda virtualhttps://biomon.es/,"COMERCIAL GEMAVI-IMPORT, SL",Alimentación,Alimentación en general,Vinaròs
1683624505-118,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/55,BINGO DE VINAROZ SA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/bingo-vinaroz-sa,,,,,Mayoristas,Mayoristas (otros),Vinaròs
1683624508-119,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/55,BELLA VITA PIZZERIA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/bella-vita-pizzeria,,,,PIZZERIA ROSTICCERIA MEZZALIRA,Hostelería y turismo,Restaurantes,Vinaròs
1683624511-120,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/55,BAZAR RUI LONG BAU,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/bazar-rui-long-bau-3,,,,La Tapisseria,Hogar y decoración,Hogar y decoración en general,Vinaròs
1683624514-121,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/55,Ferretti | Heladeria & Creperia | Vinaros,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/ferretti-heladeria-creperia-vinaros,Teléfono964195427,Emailheladeriavinaros@gmail.com,Webhttps://ferretti-vinaros.negocio.site/,,Hostelería y turismo,Heladería-Horchatería,Vinaròs
1683624517-122,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/55,BAR PUERTO,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/bar-puerto,Teléfono964407817,,,LOS NAVARROS 1,Hostelería y turismo,Restaurantes,Vinaròs
1683624520-123,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/55,BAR TERRASA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/bar-terrasa-2,,,,MANDRAGORA,Hostelería y turismo,Bar-Cafeteria,Vinaròs
1683624523-124,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/55,BAR PETIT,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/bar-petit,,,,CENTRO ARAGONÉS,Hostelería y turismo,Bar-Cafeteria,Vinaròs
1683624526-125,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/55,BAR LA CARABASSA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/bar-carabassa,,,,TAJ MAHAL,Hostelería y turismo,Bar-Cafeteria,Vinaròs
1683624529-126,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/55,BAR IRATI,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/bar-irati,,,,Son de Sabores,Hostelería y turismo,Bar-Cafeteria,Vinaròs
1683624535-127,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/54,BAR COSTA CALIDA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/bar-costa-calida,,,,BAR COSTA CALIDA,Hostelería y turismo,Restaurantes,Vinaròs
1683624538-128,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/54,BANCO DE SABADELL SA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/banco-sabadell-sa-4,,,,,Finanzas y gestión,Entidades financieras,Vinaròs
1683624541-129,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/54,ARTCLINIC,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/artclinic,Teléfono964459139,Webhttps://artclinic.es,,4 CAMINS CENTRE D'ASSESSORAMENT NUTRICIONAL I ESPORTIU,Salud y belleza,"Servicios médicos (clínicas, ortopedia...)",Vinaròs
1683624544-130,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/54,AUTOS MEDITERRANEO,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/autos-mediterraneo,Teléfono964401936,EmailTRAFICVINAROS@AUTOSMEDITERRANEO.COM,Webhttps://www.autosmediterraneo.com,,Servicios,"Servicios de transporte (mensajería, taxis...)",Vinaròs
1683624547-131,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/54,CLAREL,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/clarel-10,Móvil628771355,Emailt73203es@clarel.eu,,,Droguería - Perfumería,Droguería y productos de limpieza,Vinaròs
1683624550-132,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/54,CLAREL,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/clarel-11,Móvil628771744,Emailt73203es@clarel.eu,,,Droguería - Perfumería,Droguería y productos de limpieza,Vinaròs
1683624553-133,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/54,GERMAN-NET,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/germannet,Teléfono964456504,Móvil699546213,Emailfanny.netegesgerman@hotmail.com,,Droguería - Perfumería,Droguería y productos de limpieza,Vinaròs
1683624556-134,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/54,CONSERVES  LO CARRERO,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/conserves-carrero,Móvil667762415,Emailperfmercedes@hotmail.com,,CONSERVES  LO CARRERO,Alimentación,Alimentación en general,Vinaròs
1683624559-135,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/54,Son de Sabores,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/son-sabores,Móvil651500585,EmailSonDeSaboresPeruanos@gmail.com,Webhttps://son-de-sabores.netlify.app,Tienda virtualhttps://vinaros.mercadoexcelentes.com/tienda/son-sabores,Hostelería y turismo,Bar-Cafeteria,Vinaròs
1683624562-136,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/54,Mones Molina ABOGADOS,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/mones-molina-abogados,Teléfono964828608,Emailinfo@monesmolinaabogados.com,Webhttps://monesmolinaabogados.com/,Tienda virtualhttps://monesmolinaabogados.com/,Servicios,Servicios profesionales,Vinaròs
1683624565-137,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/54,MERYN NAILS,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/meryl-nails,Móvil602935433,Emailmerynnails@gmail.com,,PERRUQURIA ANGELS,Salud y belleza,Peluquerías y salones de belleza,Vinaròs
1683624568-138,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/54,APP VINARÒS SMARTCITY,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/app-vinaos-smartcity,Móvil658681108,Emailinfoappvinaros@gmail.com,Webhttps://maestrapp.com/,Tienda virtualhttps://maestrapp.com/,Servicios,"Publicidad, marketing y eventos",Vinaròs
1683624574-139,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/53,PERRUQUERIA MOES,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/perruqueria-moes,Teléfono657788316,Móvil680488442,,PERRUQUERIA ROSA ELENA,Salud y belleza,Peluquerías y salones de belleza,Vinaròs
1683624577-140,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/53,POLLOS VIP,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/pollos-vip,Móvil633935787,,,POLLERIA TRES PONTETS,Hostelería y turismo,Comidas para llevar,Vinaròs
1683624580-141,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/53,TRAMITS ADMINISTRATIUS,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/tramits-administratius,Móvil655981241,Emailinfo@tramitsadministratius.com,Webhttps://www.tugestoriaonline.com,Tienda virtualhttps://www.tugestoriaonline.com,Finanzas y gestión,Gestorías-asesorías,Vinaròs
1683624583-142,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/53,"adberg / SEO, SEM, Disseny web i Estratègies de Comunicació Digital",https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/ales-albella-esteller,Móvil611156254,Whatsapp611156254,Emailalex@adberg.agency,Webhttps://adberg.agency/,Servicios,"Publicidad, marketing y eventos",Vinaròs
1683624586-143,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/53,ESTACIÓN DE SERVICIO VERDERA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/estacion-servicio-verdera,Teléfono964401504,,,,Carburantes,Gasolineras,Vinaròs
1683624589-144,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/53,CRANC,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/cranc,Teléfono964452484,,,SEVENTY,Moda y complementos,Moda y complementos en general,Vinaròs
1683624592-145,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/53,ESCAYOLAS NIÑEROLA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/escayolas-ninerola,Teléfono977571178,Webhttp://www.bioplac.com,,,Servicios,"Construcción, instalaciones y mantenimiento",Vinaròs
1683624595-146,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/53,GASOLINERAS TORRES S.L.,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/gasolineras-torres-sl,Teléfono964400064,,,VERDERA SL,Carburantes,Gasolineras,Vinaròs
1683624598-147,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/53,CONSERVES EL MENÚ,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/conserves-menu,Teléfono964400640,,,PESCA ADELL SL,Alimentación,Pescados y mariscos,Vinaròs
1683624601-148,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/53,TALLERES BLANCHADELL S.L.,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/talleres-blanchadell-sl,Teléfono964402851,Emailcomercial@blanchadell.com,Webhttps://blanchadell.com,,Vehículos,Mantenimiento y reparación de vehículos,Vinaròs
1683624604-149,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/53,ELECTRODIESEL FISANT C.B.,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/electrodiesel-fisant-cb,Teléfono964402799,Emailinfo@electrodieselfisant.com,Webhttps://electrodieselfisant.com,TRACTOGARDEN,Vehículos,Mantenimiento y reparación de vehículos,Vinaròs
1683624607-150,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/53,ALFE VINAROS S.L.,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/alfe-vinaros-sl,Teléfono964400825,Emailalfevinaros@yahoo.es,,,Hogar y decoración,Material de construcción,Vinaròs
1683624613-151,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/52,COARVI,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/coarvi,Teléfono964407025,Móvil667602286,Whatsapp667602286,Emailpescador888@gmail.com,Alimentación,Pescados y mariscos,Vinaròs
1683624616-152,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/52,CARTONAJES SERVOL SL,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/cartonajes-servol-s,Teléfono964402662,Emailcartonajesservol@gmail.com,,QUIOSCO EL PILAR,"Papelería, librería y quioscos","Papelería, librería, prensa y quioscos",Vinaròs
1683624619-153,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/52,SERGIO VIVES ESTILISTA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/sergio-vives-estilista,Teléfono670203128,Emailsergiotrendy@gmail.com,,PERRUQUERIA JUAN ROJAS,Salud y belleza,Peluquerías y salones de belleza,Vinaròs
1683624622-154,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/52,FRUTERIA ISABEL,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/fruteria-isabe,,,,FRUTAS Y VERDURAS HARMSEN,Alimentación,Frutas y verduras,Vinaròs
1683624625-155,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/52,CARNICERIA CHARCUTERIA A. BUJ ALEGRE,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/carniceria-charcuteria-a-buj-alegre,Teléfono964454594,,,,Alimentación,Carnes / embutidos / huevos,Vinaròs
1683624628-156,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/52,ECOVINAROS,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/ecovinaros,Teléfono663544770,,,,Alimentación,Alimentación en general,Vinaròs
1683624631-157,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/52,HELADERIA MILANO,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/gelateria-milano,Teléfono964454330,Emailasteriosolar@hotmail.com,,,Hostelería y turismo,Heladería-Horchatería,Vinaròs
1683624634-158,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/52,CALSAN MOTORS,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/calsan-motors,Teléfono964400254,Emailtaller@calsan.es,,,Vehículos,Compra-venta de vehículos,Vinaròs
1683624637-159,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/52,NOVACUINA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/novacuina,Teléfono620024339,,,,Hogar y decoración,Cocinas y baños,Vinaròs
1683624640-160,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/52,UNIPOST,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/unipost-2,Teléfono964454611,Móvil640261241,,QUIMART CREATIVOS,Servicios,"Publicidad, marketing y eventos",Vinaròs
1683624643-161,https://vinaros.comercioscomunitatvalenciana.com/es/buscador/index/rel/52,MILA,https://vinaros.comercioscomunitatvalenciana.com/es/comercios/view/mila-2,Teléfono660592795,,,"FORN EL XUSQUET, SL",Alimentación,Pan y pastelería,Vinaròs
